by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5,average_comments_sentiment,overall_comments_sentiment,dist_stars(submission-month_1),percent_stars(submission-month_1),dist_stars(month_1-month_2),percent_stars(month_1-month_2),dist_stars(month_2-month_3),percent_stars(month_2-month_3),dist_stars(month_3-month_4),percent_stars(month_3-month_4),dist_stars(month_4-month_5),percent_stars(month_4-month_5),dist_forks(submission-month_1),percent_forks(submission-month_1),dist_forks(month_1-month_2),percent_forks(month_1-month_2),dist_forks(month_2-month_3),percent_forks(month_2-month_3),dist_forks(month_3-month_4),percent_forks(month_3-month_4),dist_forks(month_4-month_5),percent_forks(month_4-month_5),dist_commits(submission-month_1),percent_commits(submission-month_1),dist_commits(month_1-month_2),percent_commits(month_1-month_2),dist_commits(month_2-month_3),percent_commits(month_2-month_3),dist_commits(month_3-month_4),percent_commits(month_3-month_4),dist_commits(month_4-month_5),percent_commits(month_4-month_5),dist_pull_requests(submission-month_1),percent_pull_requests(submission-month_1),dist_pull_requests(month_1-month_2),percent_pull_requests(month_1-month_2),dist_pull_requests(month_2-month_3),percent_pull_requests(month_2-month_3),dist_pull_requests(month_3-month_4),percent_pull_requests(month_3-month_4),dist_pull_requests(month_4-month_5),percent_pull_requests(month_4-month_5),dist_contributors(submission-month_1),percent_contributors(submission-month_1),dist_contributors(month_1-month_2),percent_contributors(month_1-month_2),dist_contributors(month_2-month_3),percent_contributors(month_2-month_3),dist_contributors(month_3-month_4),percent_contributors(month_3-month_4),dist_contributors(month_4-month_5),percent_contributors(month_4-month_5),sentiment
110,36933452,565,2023-07-30 17:14:22 UTC,Show HN: Khoj – Chat offline with your second brain using Llama 2,https://github.com/khoj-ai/khoj,1285,1496,1611,1709,1891,2017,111,169,339,572,631,763,51,64,98,168,195,235,60,67,78,93,108,119,6,3,5,5,4,2,0.3714285714285714,0,211,16.420233463035032,115,7.68716577540107,98,6.083178150217265,182,10.649502633118786,126,6.663141195134841,7,11.666666666666671,11,16.4179104477612,15,19.230769230769223,15,16.129032258064527,11,10.18518518518519,58,52.25225225225225,170,100.59171597633132,233,68.73156342182892,59,10.314685314685306,132,20.919175911251983,13,25.490196078431367,34,53.125,70,71.42857142857142,27,16.071428571428584,40,20.51282051282051,-3,-50.0,2,66.66666666666669,0,0.0,-1,-20.0,-2,-50.0,Neutral
mlejva,36935474,6,2023-07-30 20:15:54 UTC,Show HN: Plugin that gives your ChatGPT sandboxed cloud environment,https://github.com/e2b-dev/chatgpt-plugin,164,164,164,164,164,164,12,12,12,12,12,12,3,3,3,3,3,3,14,14,14,14,14,14,4,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-4,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
ykdojo,36951929,17,2023-08-01 03:22:43 UTC,Show HN: An MIT-licensed ChatGPT plugin that loads and edits files locally,https://github.com/ykdojo/kaguya,99,111,125,143,148,154,15,15,15,15,15,15,5,5,5,5,5,5,8,11,14,15,15,16,3,0,0,0,0,0,-1.0,-1,12,12.12121212121211,14,12.612612612612622,18,14.399999999999991,5,3.496503496503493,6,4.054054054054063,3,37.5,3,27.272727272727263,1,7.142857142857139,0,0.0,1,6.666666666666671,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-3,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Negative
HNx1,36961465,4,2023-08-01 19:36:54 UTC,"Show HN: IdentityLM, cryptographic proof of identity via language model output",https://github.com/HNx1/IdentityLM,8,8,8,8,8,8,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
kwhitley,36966859,1,2023-08-02 04:11:14 UTC,Template: OpenAI GPT chat bot API running on Cloudflare Worker,https://github.com/kwhitley/cloudflare-template-gpt,6,6,6,6,6,7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.66666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
tisztamo,36982986,2,2023-08-03 08:32:46 UTC,Junior – Your AI contributor which codes itself,https://github.com/tisztamo/Junior,12,12,15,15,16,16,121,172,191,206,212,224,20,34,39,39,41,43,2,3,3,3,4,4,1,2,2,1,2,2,1.0,1,0,0.0,3,25.0,0,0.0,1,6.666666666666671,0,0.0,1,50.0,0,0.0,0,0.0,1,33.333333333333314,0,0.0,51,42.14876033057851,19,11.04651162790698,15,7.853403141361241,6,2.9126213592232943,12,5.660377358490564,14,70.0,5,14.705882352941174,0,0.0,2,5.128205128205138,2,4.878048780487802,1,100.0,0,0.0,-1,-50.0,1,100.0,0,0.0,Positve
lwy8wing,36983417,15,2023-08-03 09:29:21 UTC,Automatically generate tests for your website by using LLM models,https://github.com/aquarius-wing/web-test-gpt,8,8,8,8,8,8,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
silvanmelchior,36990591,7,2023-08-03 19:29:11 UTC,Show HN: ChatGPT code interpreter on sensitive data without uploading it,https://github.com/silvanmelchior/IncognitoPilot,251,310,335,348,366,378,37,39,39,39,39,39,21,25,25,25,25,25,23,32,33,33,36,36,2,1,0,0,0,0,0.0,0,59,23.505976095617527,25,8.064516129032256,13,3.880597014925385,18,5.172413793103445,12,3.278688524590166,9,39.13043478260869,1,3.125,0,0.0,3,9.09090909090908,0,0.0,2,5.405405405405389,0,0.0,0,0.0,0,0.0,0,0.0,4,19.04761904761905,0,0.0,0,0.0,0,0.0,0,0.0,-1,-50.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Neutral
gfortaine,36993223,4,2023-08-03 22:56:06 UTC,Alibaba Releases AI Models Qwen-7B and Qwen-7B-Chat to Rival Meta's Llama 2,https://github.com/QwenLM/Qwen-7B,3495,3864,3864,3864,3864,3864,153,174,174,174,174,174,101,121,121,121,121,121,249,286,286,286,286,286,25,8,0,0,0,0,0.0,0,369,10.5579399141631,0,0.0,0,0.0,0,0.0,0,0.0,37,14.859437751004023,0,0.0,0,0.0,0,0.0,0,0.0,21,13.725490196078423,0,0.0,0,0.0,0,0.0,0,0.0,20,19.80198019801979,0,0.0,0,0.0,0,0.0,0,0.0,-17,-68.0,-8,-100.0,0,0.0,0,0.0,0,0.0,Neutral
sidewaysnz,36998514,9,2023-08-04 11:38:12 UTC,Open Source AI Shell for Using LLMs in the CLI and Scripting,https://github.com/brynzai/aish,11,11,11,11,11,11,21,31,31,31,46,50,3,9,9,9,19,21,0,0,0,0,0,0,1,1,0,0,1,1,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,47.61904761904762,0,0.0,0,0.0,15,48.38709677419354,4,8.695652173913032,6,200.0,0,0.0,0,0.0,10,111.11111111111111,2,10.5263157894737,0,0.0,-1,-100.0,0,0.0,1,0.0,0,0.0,Positve
yu3zhou4,37004708,100,2023-08-04 19:29:07 UTC,Show HN: Gdańsk AI – full stack AI voice chatbot,https://github.com/jmaczan/gdansk-ai,137,146,146,153,157,164,13,13,13,13,13,13,2,2,2,2,2,2,12,12,12,12,12,13,2,0,0,0,0,0,0.25,0,9,6.569343065693431,0,0.0,7,4.794520547945197,4,2.614379084967311,7,4.458598726114644,0,0.0,0,0.0,0,0.0,0,0.0,1,8.333333333333329,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
jamesmurdza,37020843,55,2023-08-06 11:20:10 UTC,Awesome AI-powered developer tools,https://github.com/jamesmurdza/awesome-ai-devtools,1069,1138,1179,1225,1274,1330,46,46,46,50,59,70,33,33,33,35,39,46,58,61,63,68,82,93,17,0,0,2,3,4,0.5,0,69,6.454630495790454,41,3.6028119507908656,46,3.901611535199322,49,4.0,56,4.395604395604408,3,5.172413793103445,2,3.278688524590166,5,7.936507936507937,14,20.58823529411764,11,13.414634146341456,0,0.0,0,0.0,4,8.695652173913032,9,18.0,11,18.64406779661016,0,0.0,0,0.0,2,6.060606060606062,4,11.42857142857143,7,17.948717948717956,-17,-100.0,0,0.0,2,0.0,1,50.0,1,33.333333333333314,Neutral
adarshpunj,37026182,4,2023-08-06 20:18:50 UTC,GPT-3+Enterprise data – GPT-powered chatbot around your company's documents,https://github.com/adarshpunj/gpt-chatbot-example,13,14,14,14,15,15,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0.0,0,1,7.692307692307693,0,0.0,0,0.0,1,7.142857142857139,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
F23TT,37030213,1,2023-08-07 04:39:46 UTC,InputGPT Query ChatGPT in any input area,https://github.com/linexjlin/inputGPT,13,14,14,18,21,31,7,11,12,13,23,31,0,0,0,0,0,0,1,1,1,2,2,4,1,1,1,1,1,1,0.0,0,1,7.692307692307693,0,0.0,4,28.571428571428584,3,16.66666666666667,10,47.61904761904762,0,0.0,0,0.0,1,100.0,0,0.0,2,100.0,4,57.14285714285714,1,9.09090909090908,1,8.333333333333329,10,76.9230769230769,8,34.782608695652186,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
hainghiem375,37034566,3,2023-08-07 13:59:56 UTC,Scrape any website quickly with LLM (open-source),https://github.com/trancethehuman/entities-extraction-web-scraper,74,95,122,138,146,159,6,6,10,10,10,10,0,0,0,0,0,0,29,43,60,63,68,75,1,0,1,0,0,0,1.0,1,21,28.378378378378383,27,28.42105263157896,16,13.114754098360647,8,5.79710144927536,13,8.904109589041084,14,48.27586206896552,17,39.53488372093023,3,5.0,5,7.936507936507937,7,10.294117647058826,0,0.0,4,66.66666666666669,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,1,0.0,-1,-100.0,0,0.0,0,0.0,Positve
nichochar,37034575,161,2023-08-07 14:00:38 UTC,Show HN: Axilla – Open-source TypeScript framework for LLM apps,https://github.com/axilla-io/ax,674,712,712,712,712,712,123,213,213,213,213,213,52,79,79,79,79,79,26,28,28,28,28,28,2,3,0,0,0,0,0.3333333333333333,0,38,5.637982195845709,0,0.0,0,0.0,0,0.0,0,0.0,2,7.692307692307693,0,0.0,0,0.0,0,0.0,0,0.0,90,73.17073170731706,0,0.0,0,0.0,0,0.0,0,0.0,27,51.923076923076906,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,-3,-100.0,0,0.0,0,0.0,0,0.0,Neutral
matankleyman,37045610,1,2023-08-08 07:21:05 UTC,Declarai – a game-changer for Python-based language model interactions,https://github.com/vendi-ai/declarai,49,58,63,66,67,68,195,220,225,225,225,225,85,105,114,117,117,117,6,8,9,9,9,9,6,5,4,1,0,0,1.0,1,9,18.367346938775512,5,8.620689655172413,3,4.761904761904773,1,1.5151515151515156,1,1.492537313432834,2,33.333333333333314,1,12.5,0,0.0,0,0.0,0,0.0,25,12.820512820512818,5,2.2727272727272663,0,0.0,0,0.0,0,0.0,20,23.529411764705884,9,8.57142857142857,3,2.631578947368425,0,0.0,0,0.0,-1,-16.666666666666657,-1,-20.0,-3,-75.0,-1,-100.0,0,0.0,Positve
anais9,37047715,2,2023-08-08 12:06:16 UTC,PhoneGPT: Audibly converse or text with ChatGPT via Twilio flow (open source),https://github.com/alexdredmon/phone-gpt,8,9,10,11,13,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,0,0,0,0,0,0,0.0,0,1,12.5,1,11.111111111111114,1,10.000000000000014,2,18.181818181818187,1,7.692307692307693,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
tjake,37051714,7,2023-08-08 16:37:49 UTC,Show HN: Jlama – A fast Java inference engine for GPT and Llama models,https://github.com/tjake/Jlama,99,128,145,172,194,211,8,19,41,46,46,49,2,6,9,11,11,11,4,6,9,13,15,16,2,1,2,2,0,1,0.0,0,29,29.2929292929293,17,13.28125,27,18.620689655172413,22,12.79069767441861,17,8.762886597938135,2,50.0,3,50.0,4,44.44444444444443,2,15.384615384615373,1,6.666666666666671,11,137.5,22,115.78947368421052,5,12.19512195121952,0,0.0,3,6.521739130434796,4,200.0,3,50.0,2,22.22222222222223,0,0.0,0,0.0,-1,-50.0,1,100.0,0,0.0,-2,-100.0,1,0.0,Neutral
simonmesmith,37052979,51,2023-08-08 17:57:13 UTC,Show HN: Agentflow – Run Complex LLM Workflows from Simple JSON,https://github.com/simonmesmith/agentflow,194,204,210,222,224,228,46,46,46,46,46,46,35,35,35,35,35,35,10,12,14,15,16,17,1,0,0,0,0,0,0.5714285714285714,1,10,5.154639175257742,6,2.941176470588232,12,5.714285714285722,2,0.9009009009008936,4,1.7857142857142776,2,20.0,2,16.66666666666667,1,7.142857142857139,1,6.666666666666671,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
mlejva,37063077,1,2023-08-09 14:20:52 UTC,Show HN: Common protocol for communication with (and between) AI Agents,https://github.com/e2b-dev/agent-protocol,113,121,121,121,121,121,120,120,120,120,120,120,59,59,59,59,59,59,9,9,9,9,9,9,9,0,0,0,0,0,0.0,0,8,7.079646017699133,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-9,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
jessemhan,37065734,17,2023-08-09 17:13:44 UTC,Show HN: Rift – Open-source AI-native language server for your personal AI SWE,https://github.com/morph-labs/rift,1336,1576,1767,1835,1889,1939,251,429,519,520,520,520,49,113,146,148,149,149,52,67,78,85,87,93,11,8,6,3,1,0,0.75,1,240,17.964071856287433,191,12.119289340101515,68,3.84833050367854,54,2.942779291553137,50,2.6469031233456803,15,28.846153846153868,11,16.4179104477612,7,8.974358974358964,2,2.35294117647058,6,6.896551724137922,178,70.9163346613546,90,20.979020979020973,1,0.1926782273603038,0,0.0,0,0.0,64,130.6122448979592,33,29.20353982300884,2,1.3698630136986338,1,0.6756756756756772,0,0.0,-3,-27.272727272727263,-2,-25.0,-3,-50.0,-2,-66.66666666666667,-1,-100.0,Positve
olistic,37067289,4,2023-08-09 19:22:02 UTC,Show HN: Automatic commit messages with AI copilot,https://github.com/olistic/git-scribe,9,9,9,9,9,9,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
Jimmc414,37067801,1,2023-08-09 20:17:14 UTC,GPT-LLM-Trainer,https://github.com/mshumer/gpt-llm-trainer,2067,2300,2380,2510,2560,2614,6,6,6,6,6,6,3,3,3,3,3,3,235,272,289,300,313,327,2,0,0,0,0,0,0.0,0,233,11.27237542331882,80,3.478260869565218,130,5.462184873949582,50,1.9920318725099548,54,2.109374999999986,37,15.74468085106382,17,6.25,11,3.8062283737024094,13,4.333333333333329,14,4.472843450479218,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
mik3y,37068094,5,2023-08-09 20:42:19 UTC,Generative agents: LLM-driven interactive simulation “inspired by The Sims”,https://github.com/joonspk-research/generative_agents,11167,12141,12678,13143,13489,13861,5,5,5,5,5,5,35,40,41,43,43,44,1172,1315,1414,1519,1589,1648,22,4,1,1,0,1,0.0,0,974,8.722127697680662,537,4.423029404497143,465,3.667770941788916,346,2.6325800806513087,372,2.7578026540143696,143,12.201365187713307,99,7.528517110266165,105,7.425742574257427,70,4.608294930875573,59,3.713027061044684,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,14.285714285714278,1,2.499999999999986,2,4.878048780487802,0,0.0,1,2.3255813953488484,-18,-81.81818181818181,-3,-75.0,0,0.0,-1,-100.0,1,0.0,Neutral
chr15m,37070123,1,2023-08-10 00:10:47 UTC,Show HN: Aish – shell script one-liner solutions from AI in your terminal prompt,https://github.com/chr15m/aish,8,8,8,8,8,8,10,10,10,10,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
timz,37072576,5,2023-08-10 06:18:59 UTC,"Show HN: Englishell – Plain english shell command executor, powered by ChatGPT",https://github.com/tzador/englishell,26,27,31,33,36,36,7,7,7,7,9,9,0,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,1,0,1.0,1,1,3.846153846153854,4,14.81481481481481,2,6.451612903225794,3,9.09090909090908,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.571428571428584,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,1,0.0,-1,-100.0,Positve
tmoneyy,37082117,190,2023-08-10 21:37:17 UTC,Llama 2 on ONNX runs locally,https://github.com/microsoft/Llama-2-Onnx,729,783,814,842,862,887,2,2,3,10,12,12,7,7,9,12,14,15,50,52,56,63,70,73,2,0,2,2,3,1,0.1,0,54,7.407407407407419,31,3.959131545338451,28,3.439803439803441,20,2.375296912114024,25,2.900232018561482,2,4.0,4,7.692307692307693,7,12.5,7,11.111111111111114,3,4.285714285714292,0,0.0,1,50.0,7,233.33333333333337,2,20.0,0,0.0,0,0.0,2,28.571428571428584,3,33.333333333333314,2,16.66666666666667,1,7.142857142857139,-2,-100.0,2,0.0,0,0.0,1,50.0,-2,-66.66666666666667,Neutral
uillem,37087739,9,2023-08-11 12:06:59 UTC,"Uillem – an offline, containerized LLM interface",https://github.com/paolo-g/uillem,1,2,2,2,2,2,8,9,9,11,11,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0.8,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,12.5,0,0.0,2,22.22222222222223,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,1,0.0,-1,-100.0,0,0.0,Positve
alwex,37103757,4,2023-08-12 20:05:28 UTC,LLM Guard: An Open-Source Toolkit for Secure LLM Adoption at Scale,https://github.com/laiyer-ai/llm-guard,23,231,291,398,484,570,18,117,214,307,357,421,8,35,45,65,85,104,3,26,36,43,51,60,2,5,3,3,4,5,1.0,1,208,904.3478260869564,60,25.974025974025977,107,36.76975945017182,86,21.608040201005025,86,17.768595041322314,23,766.6666666666666,10,38.46153846153845,7,19.444444444444443,8,18.604651162790702,9,17.64705882352942,99,550.0,97,82.90598290598291,93,43.45794392523365,50,16.286644951140076,64,17.927170868347346,27,337.5,10,28.571428571428584,20,44.44444444444443,20,30.769230769230774,19,22.352941176470598,3,150.0,-2,-40.0,0,0.0,1,33.333333333333314,1,25.0,Positve
mutant_glofish,37105352,89,2023-08-13 00:11:17 UTC,Doctor GPT: A Large Language Model That Can Pass the US Medical Licensing Exam,https://github.com/llSourcell/DoctorGPT,2959,3130,3130,3130,3130,3130,5,10,10,10,10,10,9,15,15,15,15,15,285,313,313,313,313,313,8,1,0,0,0,0,-0.28,0,171,5.778979384927325,0,0.0,0,0.0,0,0.0,0,0.0,28,9.82456140350878,0,0.0,0,0.0,0,0.0,0,0.0,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0,6,66.66666666666669,0,0.0,0,0.0,0,0.0,0,0.0,-7,-87.5,-1,-100.0,0,0.0,0,0.0,0,0.0,Neutral
peter_d_sherman,37107101,72,2023-08-13 05:57:34 UTC,Generative AI – A curated list of Generative AI projects and services,https://github.com/steven2358/awesome-generative-ai,1532,1780,1980,2175,2400,2590,34,44,48,54,57,67,33,40,43,49,57,72,89,119,142,164,192,223,18,5,4,5,9,7,0.5714285714285714,1,248,16.18798955613576,200,11.235955056179776,195,9.848484848484844,225,10.34482758620689,190,7.916666666666657,30,33.707865168539314,23,19.327731092436977,22,15.49295774647888,28,17.073170731707307,31,16.14583333333333,10,29.411764705882348,4,9.09090909090908,6,12.5,3,5.555555555555557,10,17.543859649122822,7,21.212121212121215,3,7.5,6,13.95348837209302,8,16.326530612244895,15,26.315789473684205,-13,-72.22222222222223,-1,-20.0,1,25.0,4,80.0,-2,-22.22222222222221,Positve
taubek,37112741,891,2023-08-13 18:35:15 UTC,Azure ChatGPT: Private and secure ChatGPT for internal enterprise use,https://github.com/microsoft/azurechatgpt,4926,4926,4926,4926,4926,4926,45,45,45,45,45,45,81,81,81,81,81,81,643,643,643,643,643,643,27,0,0,0,0,0,-0.0625,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-27,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
thinkingjimmy,37119112,50,2023-08-14 09:37:24 UTC,Show HN: A free course on how to write a good Midjourney/ChatGPT prompt,https://github.com/thinkingjimmy/Learning-Prompt,182,249,301,365,417,465,19,20,20,20,20,20,0,2,2,2,2,2,12,18,19,27,31,39,1,2,0,0,0,0,-0.3333333333333333,0,67,36.8131868131868,52,20.88353413654617,64,21.26245847176081,52,14.24657534246576,48,11.510791366906474,6,50.0,1,5.555555555555557,8,42.10526315789474,4,14.81481481481481,8,25.80645161290323,1,5.263157894736835,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,-2,-100.0,0,0.0,0,0.0,0,0.0,Neutral
jallen_dot_dev,37123863,6,2023-08-14 17:30:02 UTC,"Show HN: OpenPilot, an open-source AI coding assistant for VS Code",https://github.com/jallen-dev/openpilot,9,9,9,10,12,12,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,0,0,0,1.0,1,0,0.0,0,0.0,1,11.111111111111114,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
ykhli,37128293,429,2023-08-14 23:46:02 UTC,"Show HN: AI-town, run your own custom AI world SIM with JavaScript",https://github.com/a16z-infra/ai-town,4651,5011,5180,5364,5542,5700,67,86,163,170,184,189,63,75,135,141,160,164,324,369,403,430,458,484,18,5,4,4,6,3,0.4137931034482758,0,360,7.740270909481836,169,3.3725803232887586,184,3.552123552123561,178,3.31841909023116,158,2.850956333453624,45,13.888888888888886,34,9.214092140921409,27,6.699751861042188,28,6.5116279069767415,26,5.676855895196511,19,28.358208955223887,77,89.53488372093022,7,4.294478527607353,14,8.235294117647058,5,2.717391304347828,12,19.04761904761905,60,80.0,6,4.444444444444457,19,13.475177304964546,4,2.499999999999986,-13,-72.22222222222223,-1,-20.0,0,0.0,2,50.0,-3,-50.0,Neutral
jawerty,37133444,13,2023-08-15 13:01:55 UTC,"Show HN: 10x-React-Engineer, Generate Entire React Codebases with Llama 2",https://github.com/jawerty/10x-React-Engineer,65,80,83,87,87,87,13,13,13,13,13,13,15,15,15,15,15,15,6,8,8,8,8,8,2,0,0,0,0,0,1.0,1,15,23.07692307692308,3,3.750000000000014,4,4.819277108433724,0,0.0,0,0.0,2,33.333333333333314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
zuccs,37143721,5,2023-08-16 07:10:00 UTC,Show HN: List of public sites blocking ChatGPT Bot,https://github.com/zuccs/disallow-chatgpt,13,13,13,13,13,13,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
mayankchhabra,37148210,225,2023-08-16 15:05:09 UTC,"Show HN: LlamaGPT – Self-hosted, offline, private AI chatbot, powered by Llama 2",https://github.com/getumbrel/llama-gpt,731,1462,1960,2303,2550,2768,0,0,1,1,1,1,3,6,12,13,16,16,53,106,155,188,211,236,3,3,4,1,3,0,0.1666666666666666,0,731,100.0,498,34.062927496580016,343,17.5,247,10.725141120277897,218,8.549019607843135,53,100.0,49,46.226415094339615,33,21.290322580645157,23,12.2340425531915,25,11.848341232227485,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,3,100.0,6,100.0,1,8.333333333333329,3,23.07692307692308,0,0.0,0,0.0,1,33.333333333333314,-3,-75.0,2,200.0,-3,-100.0,Neutral
