repo_full_name,owner,repo_name,repo_creation_date,contributor_count,push_count,star_count,fork_count
EleutherAI/math-lm,EleutherAI,math-lm,2023-05-28 19:25:39 UTC,1160,148,1104,92
ahmadbilaldev/langui,ahmadbilaldev,langui,2023-07-31 12:33:06 UTC,1947,12,1927,92
irgolic/AutoPR,irgolic,AutoPR,2023-03-18 13:51:47 UTC,1316,494,1254,93
xenodium/chatgpt-shell,xenodium,chatgpt-shell,2023-03-20 08:40:57 UTC,1039,625,917,93
explosion/spacy-llm,explosion,spacy-llm,2023-05-11 16:18:14 UTC,1248,1189,1134,93
dillionverma/llm.report,dillionverma,llm.report,2023-08-15 16:14:25 UTC,1011,107,951,93
Lightning-AI/lightning-thunder,Lightning-AI,lightning-thunder,2024-03-20 22:42:31 UTC,1337,4086,1262,93
Lucchetto/SuperImage,Lucchetto,SuperImage,2023-02-01 21:14:43 UTC,1493,38,1433,94
kharvd/gpt-cli,kharvd,gpt-cli,2023-03-12 05:11:36 UTC,748,161,658,95
savbell/whisper-writer,savbell,whisper-writer,2023-04-19 06:12:21 UTC,734,34,643,95
smol-ai/menubar,smol-ai,menubar,2023-05-15 07:39:15 UTC,731,253,642,95
carefree0910/carefree-drawboard,carefree0910,carefree-drawboard,2023-04-17 05:28:06 UTC,857,210,841,97
VILA-Lab/ATLAS,VILA-Lab,ATLAS,2023-12-26 17:42:01 UTC,976,47,919,97
ObservedObserver/chatgpt-i18n,ObservedObserver,chatgpt-i18n,2023-03-08 17:22:56 UTC,853,33,777,98
microsoft/Llama-2-Onnx,microsoft,Llama-2-Onnx,2023-08-01 21:40:24 UTC,1075,12,988,98
topoteretes/cognee,topoteretes,cognee,2024-01-02 16:21:19 UTC,1239,3107,1175,98
alexpinel/Dot,alexpinel,Dot,2024-03-15 18:34:09 UTC,1701,51,1630,98
robusta-dev/kubernetes-chatgpt-bot,robusta-dev,kubernetes-chatgpt-bot,2023-01-10 11:24:58 UTC,1002,36,909,99
coder-hxl/x-crawl,coder-hxl,x-crawl,2023-01-26 13:27:33 UTC,1634,813,1595,99
AlexandreSajus/JARVIS,AlexandreSajus,JARVIS,2023-12-17 05:14:07 UTC,548,13,470,99
marcushellberg/java-ai-playground,marcushellberg,java-ai-playground,2024-01-31 04:48:26 UTC,363,59,287,99
moein-shariatnia/OpenAI-CLIP,moein-shariatnia,OpenAI-CLIP,2021-04-07 11:17:00 UTC,741,6,656,100
wladradchenko/wunjo.wladradchenko.ru,wladradchenko,wunjo.wladradchenko.ru,2023-05-13 20:46:24 UTC,1012,352,934,100
BaranziniLab/KG_RAG,BaranziniLab,KG_RAG,2023-11-11 03:22:53 UTC,827,164,755,100
transitive-bullshit/chatgpt-twitter-bot,transitive-bullshit,chatgpt-twitter-bot,2022-12-04 03:32:59 UTC,820,147,751,101
sandrohanea/whisper.net,sandrohanea,whisper.net,2023-02-04 22:09:12 UTC,814,575,669,101
sahil280114/codealpaca,sahil280114,codealpaca,2023-03-22 11:28:55 UTC,1464,16,1392,102
salesforce/CodeTF,salesforce,CodeTF,2023-05-23 16:11:01 UTC,1451,8,1370,102
spiceai/spiceai,spiceai,spiceai,2021-09-07 16:38:40 UTC,2043,11708,2015,103
theodo-group/LLPhant,theodo-group,LLPhant,2023-08-04 14:09:24 UTC,968,261,889,104
ttengwang/Caption-Anything,ttengwang,Caption-Anything,2023-04-11 02:11:39 UTC,1693,77,1637,105
collabora/WhisperFusion,collabora,WhisperFusion,2024-01-23 20:18:26 UTC,1520,16,1437,105
dfinke/PowerShellAI,dfinke,PowerShellAI,2023-01-12 14:08:52 UTC,788,257,702,106
MichaelYuhe/ai-group-tabs,MichaelYuhe,ai-group-tabs,2023-12-07 00:34:23 UTC,967,96,922,106
winniesi/tg-gemini-bot,winniesi,tg-gemini-bot,2023-12-25 05:41:59 UTC,195,24,106,106
a16z-infra/llm-app-stack,a16z-infra,llm-app-stack,2024-01-18 17:43:34 UTC,1144,17,1078,106
AGI-Edgerunners/LLM-Adapters,AGI-Edgerunners,LLM-Adapters,2023-04-04 14:15:24 UTC,1188,35,1090,108
Profluent-AI/OpenCRISPR,Profluent-AI,OpenCRISPR,2024-04-22 21:39:09 UTC,1110,3,1066,108
CodePilotai/codepilot,CodePilotai,codepilot,2018-10-30 17:52:32 UTC,693,13,616,109
andrewnguonly/Lumos,andrewnguonly,Lumos,2023-11-20 16:56:23 UTC,1480,261,1416,109
pieroit/cheshire-cat,pieroit,cheshire-cat,2017-04-07 15:11:59 UTC,663,284,612,110
RafalWilinski/telegram-chatgpt-concierge-bot,RafalWilinski,telegram-chatgpt-concierge-bot,2023-04-09 20:40:26 UTC,1115,26,1029,110
tensorlakeai/indexify,tensorlakeai,indexify,2024-01-16 17:20:21 UTC,888,3595,817,110
JonasGeiping/cramming,JonasGeiping,cramming,2022-12-29 01:40:44 UTC,1368,38,1296,111
smallcloudai/refact,smallcloudai,refact,2023-07-16 06:00:58 UTC,1575,1460,1473,111
hades217/awesome-ai,hades217,awesome-ai,2017-07-18 06:53:05 UTC,598,52,518,112
Filimoa/open-parse,Filimoa,open-parse,2024-03-27 23:38:24 UTC,2728,160,2647,112
bornfree/talking_avatar,bornfree,talking_avatar,2022-12-26 11:43:12 UTC,461,2,328,116
rjmacarthy/twinny,rjmacarthy,twinny,2023-08-21 20:31:24 UTC,2304,692,2165,116
dabit3/react-native-ai,dabit3,react-native-ai,2023-11-27 13:32:55 UTC,948,28,876,117
approximatelabs/sketch,approximatelabs,sketch,2022-07-14 01:54:08 UTC,2255,117,2171,118
cfortuner/promptable,cfortuner,promptable,2023-02-01 18:17:29 UTC,1811,69,1729,119
greshake/llm-security,greshake,llm-security,2023-02-26 11:09:29 UTC,1835,19,1761,119
pinecone-io/canopy,pinecone-io,canopy,2023-11-06 17:00:17 UTC,1063,156,941,119
openlit/openlit,openlit,openlit,2024-04-18 19:10:26 UTC,1243,258,1145,119
steven-tey/extrapolate,steven-tey,extrapolate,2023-01-20 18:09:35 UTC,734,82,648,120
trancethehuman/entities-extraction-web-scraper,trancethehuman,entities-extraction-web-scraper,2023-07-31 15:05:13 UTC,380,12,292,121
google/generative-ai-swift,google,generative-ai-swift,2023-05-08 23:00:30 UTC,834,197,785,122
protectai/ai-exploits,protectai,ai-exploits,2023-11-16 16:28:50 UTC,1809,29,1747,122
altryne/awesome-ai-art-image-synthesis,altryne,awesome-ai-art-image-synthesis,2022-08-24 23:40:57 UTC,1787,12,1717,123
anaclumos/bing-chat-for-all-browsers,anaclumos,bing-chat-for-all-browsers,2023-02-11 02:02:57 UTC,1751,59,1504,124
darrenburns/elia,darrenburns,elia,2023-05-04 20:34:56 UTC,2020,228,1935,124
e2b-dev/code-interpreter,e2b-dev,code-interpreter,2024-03-11 22:08:26 UTC,1537,561,1446,125
masuidrive/slack-summarizer,masuidrive,slack-summarizer,2023-03-02 14:39:38 UTC,282,24,171,127
MeetKai/functionary,MeetKai,functionary,2023-08-08 00:20:12 UTC,1575,764,1448,128
impira/docquery,impira,docquery,2022-08-24 21:01:17 UTC,1841,80,1735,129
SqueezeAILab/LLMCompiler,SqueezeAILab,LLMCompiler,2023-12-08 07:54:16 UTC,1594,17,1531,129
laylavish/uBlockOrigin-HUGE-AI-Blocklist,laylavish,uBlockOrigin-HUGE-AI-Blocklist,2023-12-31 22:16:57 UTC,3103,718,3028,129
appleboy/CodeGPT,appleboy,CodeGPT,2023-03-05 08:05:55 UTC,1390,382,1309,130
transitive-bullshit/bing-chat,transitive-bullshit,bing-chat,2023-02-09 10:19:26 UTC,1420,9,1234,131
Troyanovsky/Local-LLM-Comparison-Colab-UI,Troyanovsky,Local-LLM-Comparison-Colab-UI,2023-07-26 06:49:02 UTC,924,233,839,131
ray-project/llmperf,ray-project,llmperf,2023-10-31 15:49:48 UTC,898,24,760,131
google/oss-fuzz-gen,google,oss-fuzz-gen,2024-01-31 00:54:50 UTC,1154,1827,1071,131
andreibondarev/langchainrb,andreibondarev,langchainrb,2023-05-01 23:23:50 UTC,1020,666,962,132
ravenscroftj/turbopilot,ravenscroftj,turbopilot,2023-04-09 16:46:34 UTC,3583,218,3504,133
mintlify/writer,mintlify,writer,2022-04-25 23:05:01 UTC,2626,56,2408,134
csteinmetz1/ai-audio-startups,csteinmetz1,ai-audio-startups,2022-06-14 13:47:51 UTC,1613,77,1544,134
konfuzio-ai/ai-comedy-club,konfuzio-ai,ai-comedy-club,2023-06-14 21:49:52 UTC,163,72,42,134
ray-project/llm-numbers,ray-project,llm-numbers,2023-05-17 16:43:03 UTC,4019,16,3956,136
AI-Citizen/SolidGPT,AI-Citizen,SolidGPT,2023-09-03 15:01:58 UTC,2048,88,1982,136
psychic-api/rag-stack,psychic-api,rag-stack,2023-07-14 00:55:14 UTC,1508,68,1403,137
roboflow/awesome-openai-vision-api-experiments,roboflow,awesome-openai-vision-api-experiments,2023-11-07 20:21:21 UTC,1732,30,1646,137
b4rtaz/distributed-llama,b4rtaz,distributed-llama,2024-01-20 15:45:39 UTC,1919,436,1821,137
georgia-tech-db/eva,georgia-tech-db,eva,2019-12-22 06:00:19 UTC,2050,2816,1989,139
open-mmlab/Multimodal-GPT,open-mmlab,Multimodal-GPT,2023-04-27 05:36:22 UTC,1540,17,1436,140
dora-rs/dora,dora-rs,dora,2022-06-30 18:17:15 UTC,1807,2392,1731,141
sobelio/llm-chain,sobelio,llm-chain,2023-03-25 11:09:29 UTC,1613,441,1519,142
biobootloader/mentat,biobootloader,mentat,2023-07-25 18:23:16 UTC,1644,224,1554,143
p0n1/epub_to_audiobook,p0n1,epub_to_audiobook,2023-03-21 10:47:30 UTC,1445,77,1318,144
charmbracelet/mods,charmbracelet,mods,2023-05-12 12:58:48 UTC,3371,473,3254,147
morph-labs/rift,morph-labs,rift,2023-06-20 07:26:24 UTC,3102,1072,3000,148
eumemic/ai-legion,eumemic,ai-legion,2023-04-11 19:36:49 UTC,1199,26,1112,149
OpenGenerativeAI/llm-colosseum,OpenGenerativeAI,llm-colosseum,2024-03-24 17:32:11 UTC,1443,53,1358,151
OpenAdaptAI/OpenAdapt,OpenAdaptAI,OpenAdapt,2023-06-29 17:14:41 UTC,1218,863,1094,152
Azure-Samples/openai-plugin-fastapi,Azure-Samples,openai-plugin-fastapi,2023-05-19 16:12:05 UTC,523,3,394,153
tairov/llama2.mojo,tairov,llama2.mojo,2023-09-11 11:53:37 UTC,2150,83,2073,154
facebookresearch/CodeGen,facebookresearch,CodeGen,2021-07-20 08:35:20 UTC,868,102,732,156
nhaouari/obsidian-textgenerator-plugin,nhaouari,obsidian-textgenerator-plugin,2022-02-27 10:37:00 UTC,1895,626,1576,157
run-llama/llama-lab,run-llama,llama-lab,2023-04-17 07:08:41 UTC,1498,32,1370,157
zkonduit/ezkl,zkonduit,ezkl,2022-10-07 17:49:43 UTC,1067,3201,957,158
eosphoros-ai/Awesome-Text2SQL,eosphoros-ai,Awesome-Text2SQL,2023-09-04 06:04:24 UTC,2355,136,2295,158
opendilab/DI-star,opendilab,DI-star,2021-07-08 02:18:08 UTC,1628,85,1580,159
stephansturges/WALDO,stephansturges,WALDO,2022-11-02 14:42:59 UTC,1500,72,1398,159
abi/secret-llama,abi,secret-llama,2024-05-03 20:34:16 UTC,2559,15,2474,159
FasterDecoding/Medusa,FasterDecoding,Medusa,2023-09-11 15:53:11 UTC,2520,62,2395,161
time-series-foundation-models/lag-llama,time-series-foundation-models,lag-llama,2024-02-07 11:35:49 UTC,1483,82,1301,162
lamini-ai/lamini,lamini-ai,lamini,2023-04-20 01:35:52 UTC,2720,101,2617,167
facebookresearch/diplomacy_cicero,facebookresearch,diplomacy_cicero,2022-11-22 15:04:35 UTC,1357,15,1245,168
eon01/awesome-chatgpt,eon01,awesome-chatgpt,2022-12-20 16:14:20 UTC,2220,74,2105,170
tensorchord/envd,tensorchord,envd,2022-06-13 12:33:43 UTC,2101,1258,2041,171
Yue-Yang/ChatGPT-Siri,Yue-Yang,ChatGPT-Siri,2023-02-26 15:23:03 UTC,3853,39,3677,171
resemble-ai/resemble-enhance,resemble-ai,resemble-enhance,2023-12-14 06:40:27 UTC,1773,17,1618,171
enricoros/nextjs-chatgpt-app,enricoros,nextjs-chatgpt-app,2023-03-19 04:50:49 UTC,899,254,769,172
argilla-io/distilabel,argilla-io,distilabel,2023-11-23 16:22:03 UTC,2474,3735,2371,174
bolna-ai/bolna,bolna-ai,bolna,2023-11-01 06:40:30 UTC,673,1064,555,175
intel-analytics/ipex-llm,intel-analytics,ipex-llm,2024-03-25 05:37:34 UTC,2454,1654,2072,176
semanser/codel,semanser,codel,2024-03-23 12:09:20 UTC,2308,72,2209,178
intelligent-machine-learning/dlrover,intelligent-machine-learning,dlrover,2022-12-26 07:28:55 UTC,1509,1218,1411,179
errata-ai/vale,errata-ai,vale,2018-04-17 11:17:30 UTC,4809,2088,4447,182
griptape-ai/griptape,griptape-ai,griptape,2023-04-19 00:01:19 UTC,2209,6984,2083,183
apache/sedona,apache,sedona,2023-01-05 03:12:07 UTC,923,1635,714,184
Alpha-VLLM/LLaMA2-Accessory,Alpha-VLLM,LLaMA2-Accessory,2023-07-23 18:01:31 UTC,2798,436,2655,184
facebookresearch/Pearl,facebookresearch,Pearl,2023-12-07 21:44:45 UTC,2689,238,2570,186
Mobile-Artificial-Intelligence/maid,Mobile-Artificial-Intelligence,maid,2023-12-13 10:13:16 UTC,1784,1061,1613,190
acheong08/Bard,acheong08,Bard,2023-03-22 14:00:02 UTC,1597,77,1400,191
casibase/casibase,casibase,casibase,2023-10-08 09:35:59 UTC,2160,793,2070,191
GerevAI/gerev,GerevAI,gerev,2023-03-08 15:37:23 UTC,2700,326,2620,192
yousefebrahimi0/1000-AI-collection-tools,yousefebrahimi0,1000-AI-collection-tools,2023-01-22 12:30:19 UTC,1211,27,1066,193
nichtdax/awesome-totally-open-chatgpt,nichtdax,awesome-totally-open-chatgpt,2023-03-18 12:26:46 UTC,4282,34,4185,193
ykhli/local-ai-stack,ykhli,local-ai-stack,2023-10-30 04:21:40 UTC,1439,29,1313,198
karthink/gptel,karthink,gptel,2023-03-06 00:25:53 UTC,2365,682,2067,201
carefree0910/carefree-creator,carefree0910,carefree-creator,2022-09-13 08:56:46 UTC,2184,204,2112,204
ianarawjo/ChainForge,ianarawjo,ChainForge,2023-05-22 17:43:45 UTC,2473,524,2322,205
openai/simple-evals,openai,simple-evals,2024-04-11 22:54:29 UTC,2450,20,2324,207
guardrails-ai/guardrails,guardrails-ai,guardrails,2023-08-14 23:56:30 UTC,2491,2253,2213,210
jucasoliveira/terminalGPT,jucasoliveira,terminalGPT,2023-01-05 07:25:13 UTC,1216,115,1020,213
Kav-K/GPT3Discord,Kav-K,GPT3Discord,2022-12-08 08:06:28 UTC,1337,679,1199,214
melih-unsal/DemoGPT,melih-unsal,DemoGPT,2023-06-07 09:56:21 UTC,1858,414,1737,220
billmei/every-chatgpt-gui,billmei,every-chatgpt-gui,2023-03-16 17:12:36 UTC,3175,70,3052,222
minimaxir/simpleaichat,minimaxir,simpleaichat,2023-06-08 15:17:32 UTC,3557,52,3437,223
defog-ai/sqlcoder,defog-ai,sqlcoder,2023-08-18 17:10:34 UTC,3690,56,3484,224
ai-boost/Awesome-GPTs,ai-boost,Awesome-GPTs,2023-11-10 01:33:42 UTC,3333,255,3159,226
wieslawsoltes/ChatGPT,wieslawsoltes,ChatGPT,2022-12-06 07:50:42 UTC,1619,553,1469,227
horizon-ui/chatgpt-ai-template,horizon-ui,chatgpt-ai-template,2023-06-19 17:52:11 UTC,724,18,521,233
a16z-infra/llama2-chatbot,a16z-infra,llama2-chatbot,2023-07-18 16:12:12 UTC,1559,28,1376,233
Omniplex-ai/omniplex,Omniplex-ai,omniplex,2024-04-25 21:21:17 UTC,1085,5,903,233
paulpierre/RasaGPT,paulpierre,RasaGPT,2023-05-05 13:23:35 UTC,2450,39,2248,240
ray-project/llm-applications,ray-project,llm-applications,2023-08-16 05:39:38 UTC,1878,181,1713,240
tldraw/draw-a-ui,tldraw,draw-a-ui,2023-11-13 11:22:15 UTC,2722,63,2584,242
AugustDev/enchanted,AugustDev,enchanted,2023-12-14 22:47:34 UTC,4138,124,3913,243
dvlab-research/MiniGemini,dvlab-research,MiniGemini,2024-03-27 19:07:48 UTC,2652,22,2531,243
ZrrSkywalker/LLaMA-Adapter,ZrrSkywalker,LLaMA-Adapter,2023-03-19 19:28:03 UTC,3840,126,3721,244
openai/transformer-debugger,openai,transformer-debugger,2024-03-12 00:04:29 UTC,3964,20,3842,244
pezzolabs/pezzo,pezzolabs,pezzo,2023-05-04 21:14:13 UTC,2805,948,2634,245
mishushakov/llm-scraper,mishushakov,llm-scraper,2024-04-20 17:06:58 UTC,4334,44,4230,246
sparticleinc/chatgpt-google-summary-extension,sparticleinc,chatgpt-google-summary-extension,2023-02-07 01:22:39 UTC,2115,280,1854,248
101dotxyz/GPTeam,101dotxyz,GPTeam,2023-05-15 16:34:59 UTC,1769,299,1583,248
swirlai/swirl-search,swirlai,swirl-search,2023-02-18 22:04:55 UTC,2659,2602,2490,249
amrrs/chatgpt-clone,amrrs,chatgpt-clone,2022-12-14 21:23:15 UTC,627,6,424,251
turboderp/exllama,turboderp,exllama,2023-05-04 23:10:59 UTC,3024,152,2781,251
Dataherald/dataherald,Dataherald,dataherald,2023-08-15 17:20:54 UTC,3415,647,3308,252
OpenGVLab/Ask-Anything,OpenGVLab,Ask-Anything,2023-04-19 09:53:37 UTC,3327,176,3061,253
64bit/async-openai,64bit,async-openai,2022-12-02 08:22:20 UTC,1457,321,1249,256
ykdojo/kaguya,ykdojo,kaguya,2023-06-19 22:11:02 UTC,1382,50,1203,258
apple/ml-mgie,apple,ml-mgie,2024-02-03 21:49:38 UTC,3791,1,3695,259
daviddao/awful-ai,daviddao,awful-ai,2018-03-27 15:30:34 UTC,7230,67,7134,262
rustformers/llm,rustformers,llm,2023-05-02 08:37:46 UTC,3541,219,3323,263
jamesmurdza/awesome-ai-devtools,jamesmurdza,awesome-ai-devtools,2023-08-03 09:40:40 UTC,2714,119,2547,263
luban-agi/Awesome-AIGC-Tutorials,luban-agi,Awesome-AIGC-Tutorials,2023-08-22 12:16:42 UTC,4143,156,4042,264
iryna-kondr/scikit-llm,iryna-kondr,scikit-llm,2023-05-12 18:09:41 UTC,3368,115,3166,265
chaiNNer-org/chaiNNer,chaiNNer-org,chaiNNer,2022-09-29 00:31:12 UTC,4521,2414,4090,267
smol-ai/GodMode,smol-ai,GodMode,2023-08-18 02:25:22 UTC,3763,114,3528,267
mufeedvh/code2prompt,mufeedvh,code2prompt,2024-03-11 18:02:05 UTC,4794,83,4661,271
GT-RIPL/Awesome-LLM-Robotics,GT-RIPL,Awesome-LLM-Robotics,2022-08-12 14:35:02 UTC,3416,79,3363,277
JusticeRage/Gepetto,JusticeRage,Gepetto,2022-12-04 15:48:49 UTC,2977,43,2816,277
plasma-umass/scalene,plasma-umass,scalene,2021-03-05 07:29:18 UTC,9071,1749,8644,281
huggingface/cookbook,huggingface,cookbook,2023-11-24 19:13:11 UTC,1974,236,1766,281
DAMO-NLP-SG/Video-LLaMA,DAMO-NLP-SG,Video-LLaMA,2023-05-06 15:35:20 UTC,3090,128,2859,283
nsarrazin/serge,nsarrazin,serge,2023-03-19 17:15:04 UTC,4201,526,3970,284
trypromptly/LLMStack,trypromptly,LLMStack,2023-08-09 02:09:47 UTC,1970,1642,1756,285
QwenLM/Qwen-7B,QwenLM,Qwen-7B,2023-08-02 15:20:11 UTC,4195,174,3864,286
gptscript-ai/gptscript,gptscript-ai,gptscript,2024-02-14 15:31:56 UTC,3157,582,3022,289
google/maxtext,google,maxtext,2023-04-17 22:18:58 UTC,1595,6425,1394,293
BasedHardware/Friend,BasedHardware,Friend,2024-03-25 04:49:14 UTC,2604,1089,2404,297
yandex/YaLM-100B,yandex,YaLM-100B,2022-06-23 07:29:58 UTC,3772,6,3563,299
adamcohenhillel/ADeus,adamcohenhillel,ADeus,2024-02-02 15:15:50 UTC,2965,110,2869,300
microsoft/LMOps,microsoft,LMOps,2022-12-13 12:56:23 UTC,3985,107,3743,301
fetchai/uAgents,fetchai,uAgents,2023-01-30 15:43:31 UTC,1779,1378,1667,301
orhanerday/open-ai,orhanerday,open-ai,2021-12-22 09:55:53 UTC,2510,164,2288,302
webwhiz-ai/webwhiz,webwhiz-ai,webwhiz,2023-05-12 04:04:46 UTC,1179,424,931,302
OvidijusParsiunas/deep-chat,OvidijusParsiunas,deep-chat,2023-06-07 23:22:32 UTC,2107,681,1786,302
Giskard-AI/giskard,Giskard-AI,giskard,2022-03-03 16:33:33 UTC,4389,10161,4273,304
n4ze3m/dialoqbase,n4ze3m,dialoqbase,2023-06-04 07:18:57 UTC,1899,518,1673,305
steven-tey/chathn,steven-tey,chathn,2023-06-25 17:39:40 UTC,1362,23,1127,306
logancyang/obsidian-copilot,logancyang,obsidian-copilot,2023-03-31 00:15:30 UTC,4546,580,3931,308
Dhravya/supermemory,Dhravya,supermemory,2024-04-15 00:32:04 UTC,3244,190,3086,309
tldraw/make-real,tldraw,make-real,2023-11-20 12:57:38 UTC,2670,196,2445,310
BuilderIO/ai-shell,BuilderIO,ai-shell,2023-04-05 18:17:08 UTC,4603,154,4406,312
llSourcell/DoctorGPT,llSourcell,DoctorGPT,2023-08-12 18:19:10 UTC,3343,10,3130,313
pashpashpash/vault-ai,pashpashpash,vault-ai,2023-04-18 04:10:09 UTC,3427,29,3198,314
SharpAI/DeepCamera,SharpAI,DeepCamera,2019-03-07 14:57:45 UTC,2212,722,1993,319
argilla-io/argilla,argilla-io,argilla,2022-10-24 20:36:06 UTC,3185,11882,2857,320
KimMeen/Time-LLM,KimMeen,Time-LLM,2024-01-29 05:39:53 UTC,2012,29,1735,323
TaskingAI/TaskingAI,TaskingAI,TaskingAI,2024-01-23 06:37:32 UTC,5729,668,5556,327
shobrook/adrenaline,shobrook,adrenaline,2023-01-04 04:49:43 UTC,3966,428,3751,333
outlines-dev/outlines,outlines-dev,outlines,2023-09-05 19:45:47 UTC,5545,728,5236,334
cheshire-cat-ai/core,cheshire-cat-ai,core,2023-06-01 19:12:03 UTC,2177,608,1932,337
microsoft/promptbase,microsoft,promptbase,2023-12-12 14:09:32 UTC,5605,267,5496,338
NExT-GPT/NExT-GPT,NExT-GPT,NExT-GPT,2023-08-30 03:34:12 UTC,3619,231,3363,343
C-Nedelcu/talk-to-chatgpt,C-Nedelcu,talk-to-chatgpt,2022-12-09 02:15:27 UTC,2378,100,1919,344
albertan017/LLM4Decompile,albertan017,LLM4Decompile,2024-02-28 03:16:45 UTC,5025,160,4859,344
openai/weak-to-strong,openai,weak-to-strong,2023-12-14 16:38:29 UTC,2780,16,2588,348
ohmplatform/FreedomGPT,ohmplatform,FreedomGPT,2023-04-10 16:57:15 UTC,2879,76,2514,350
sindresorhus/awesome-chatgpt,sindresorhus,awesome-chatgpt,2023-05-02 10:07:16 UTC,5366,79,5171,352
raidendotai/openv0,raidendotai,openv0,2023-09-19 16:12:33 UTC,3877,55,3693,352
whitead/paper-qa,whitead,paper-qa,2023-02-05 01:07:26 UTC,3859,392,3620,354
gd3kr/BlenderGPT,gd3kr,BlenderGPT,2023-03-21 13:51:30 UTC,4700,24,4416,356
Picsart-AI-Research/Text2Video-Zero,Picsart-AI-Research,Text2Video-Zero,2023-03-23 22:43:36 UTC,4226,46,3951,363
alexrudall/ruby-openai,alexrudall,ruby-openai,2020-08-13 14:05:25 UTC,3247,589,2895,364
e2b-dev/e2b,e2b-dev,e2b,2023-04-03 10:17:56 UTC,4700,1420,4460,365
jupyterlab/jupyter-ai,jupyterlab,jupyter-ai,2023-02-09 21:37:48 UTC,3817,736,3346,367
axinc-ai/ailia-models,axinc-ai,ailia-models,2019-09-09 08:00:58 UTC,2417,4387,2136,374
di-sukharev/opencommit,di-sukharev,opencommit,2023-03-06 10:30:52 UTC,6584,572,6208,374
Arize-ai/phoenix,Arize-ai,phoenix,2023-04-13 21:17:06 UTC,5160,12828,4806,374
vladmandic/human,vladmandic,human,2020-10-11 23:14:20 UTC,2747,752,2439,380
salesforce/CodeGen,salesforce,CodeGen,2022-03-29 22:08:07 UTC,5146,68,4885,380
pathwaycom/llm-app,pathwaycom,llm-app,2023-07-19 22:55:38 UTC,21084,267,21633,381
Zipstack/unstract,Zipstack,unstract,2024-03-27 10:07:20 UTC,4870,3818,4607,382
reorx/awesome-chatgpt-api,reorx,awesome-chatgpt-api,2023-03-04 07:30:10 UTC,6063,82,5881,384
sourcegraph/cody,sourcegraph,cody,2023-07-10 10:36:45 UTC,4415,23803,3251,386
instructlab/instructlab,instructlab,instructlab,2024-04-18 20:04:09 UTC,1556,1304,1108,386
openchatai/OpenCopilot,openchatai,OpenCopilot,2023-08-20 12:47:21 UTC,4955,1590,4737,389
sigoden/aichat,sigoden,aichat,2023-03-03 00:29:43 UTC,5898,1230,5600,392
microsoft/TaskMatrix,microsoft,TaskMatrix,2023-04-19 22:34:24 UTC,3435,10,3074,392
openlm-research/open_llama,openlm-research,open_llama,2023-05-02 09:54:45 UTC,7415,14,7152,393
EricLBuehler/mistral.rs,EricLBuehler,mistral.rs,2024-02-27 10:34:09 UTC,5247,5040,5001,398
miroslavpejic85/mirotalksfu,miroslavpejic85,mirotalksfu,2021-08-17 09:24:08 UTC,2587,1804,2261,399
thinkingjimmy/Learning-Prompt,thinkingjimmy,Learning-Prompt,2023-03-06 03:35:48 UTC,5262,108,5091,400
mpociot/chatgpt-vscode,mpociot,chatgpt-vscode,2022-12-03 23:19:03 UTC,5221,4,4916,402
THUDM/CogVLM,THUDM,CogVLM,2023-10-09 13:39:58 UTC,6678,93,6208,402
shinework/photoshot,shinework,photoshot,2022-12-07 21:09:10 UTC,3420,64,3202,404
filipecalegario/awesome-generative-ai,filipecalegario,awesome-generative-ai,2023-02-19 20:13:51 UTC,2553,560,2268,404
Acly/krita-ai-diffusion,Acly,krita-ai-diffusion,2023-09-01 22:52:14 UTC,8688,433,7641,408
intitni/CopilotForXcode,intitni,CopilotForXcode,2022-12-07 02:03:36 UTC,8206,2039,7916,410
elie222/inbox-zero,elie222,inbox-zero,2023-09-03 21:45:49 UTC,3710,2658,3468,416
openai/consistency_models,openai,consistency_models,2023-04-12 00:21:39 UTC,6257,9,5983,422
shawwn/llama-dl,shawwn,llama-dl,2023-03-05 03:28:46 UTC,4285,26,3980,424
WooooDyy/LLM-Agent-Paper-List,WooooDyy,LLM-Agent-Paper-List,2023-09-14 15:30:30 UTC,7247,67,7099,424
cohere-ai/cohere-toolkit,cohere-ai,cohere-toolkit,2024-04-23 14:36:38 UTC,3077,3220,2793,429
lancedb/lancedb,lancedb,lancedb,2023-03-24 19:04:32 UTC,5944,3136,5487,430
gmpetrov/databerry,gmpetrov,databerry,2023-03-28 14:35:11 UTC,3105,1941,2809,431
QwenLM/Qwen-VL,QwenLM,Qwen-VL,2023-08-22 15:21:32 UTC,6153,123,5418,431
mmabrouk/chatgpt-wrapper,mmabrouk,chatgpt-wrapper,2022-12-03 14:46:25 UTC,3658,620,3279,438
keijiro/AICommand,keijiro,AICommand,2023-03-19 01:54:50 UTC,4211,10,3937,444
carson-katri/dream-textures,carson-katri,dream-textures,2022-09-08 17:53:17 UTC,8478,555,7784,445
SJTU-IPADS/PowerInfer,SJTU-IPADS,PowerInfer,2023-12-19 05:49:26 UTC,8441,144,8198,446
NVIDIA/NeMo-Guardrails,NVIDIA,NeMo-Guardrails,2023-04-25 11:34:18 UTC,4841,1093,4293,452
OpenBMB/AgentVerse,OpenBMB,AgentVerse,2023-05-06 09:20:04 UTC,4618,309,4366,456
Nutlope/aicommits,Nutlope,aicommits,2023-02-14 01:46:47 UTC,8408,193,8101,458
